,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
46,601398.SH,20231226,4.8,4.82,4.79,4.82,4.8,0.020000000000000462,0.4167,1487371.76,715555.035
47,601398.SH,20231225,4.77,4.81,4.77,4.8,4.78,0.019999999999999574,0.4184,1094809.35,524989.286
48,601398.SH,20231222,4.79,4.8,4.76,4.78,4.79,-0.009999999999999787,-0.2088,2218555.54,1060976.699
49,601398.SH,20231221,4.78,4.8,4.73,4.79,4.79,0.0,0.0,2465344.66,1174701.829
50,601398.SH,20231220,4.8,4.83,4.77,4.79,4.79,0.0,0.0,2219819.82,1066878.03
51,601398.SH,20231219,4.77,4.8,4.76,4.79,4.77,0.020000000000000462,0.4193,1753940.13,840048.362
52,601398.SH,20231218,4.73,4.8,4.71,4.77,4.73,0.03999999999999915,0.8457,2380762.15,1134338.057
53,601398.SH,20231215,4.77,4.79,4.73,4.73,4.77,-0.03999999999999915,-0.8386,1953904.87,929151.542
54,601398.SH,20231214,4.79,4.81,4.76,4.77,4.79,-0.020000000000000462,-0.4175,1521738.1,727096.831
55,601398.SH,20231213,4.79,4.81,4.77,4.79,4.79,0.0,0.0,2490304.27,1194973.334
56,601398.SH,20231212,4.72,4.8,4.7,4.79,4.73,0.05999999999999961,1.2685,2769037.14,1320664.344
57,601398.SH,20231211,4.72,4.75,4.65,4.73,4.73,0.0,0.0,2796161.94,1313136.708
58,601398.SH,20231208,4.74,4.77,4.72,4.73,4.73,0.0,0.0,1983784.01,940179.674
59,601398.SH,20231207,4.7,4.75,4.68,4.73,4.7,0.03000000000000025,0.6383,2347758.11,1108498.604
60,601398.SH,20231206,4.76,4.76,4.7,4.7,4.76,-0.05999999999999961,-1.2605,2952964.99,1394679.54
61,601398.SH,20231205,4.8,4.81,4.76,4.76,4.8,-0.040000000000000036,-0.8333,1981988.79,948472.231
62,601398.SH,20231204,4.81,4.83,4.8,4.8,4.81,-0.009999999999999787,-0.2079,1531861.34,736651.082
63,601398.SH,20231201,4.8,4.83,4.79,4.81,4.81,0.0,0.0,2500466.51,1202312.573
64,601398.SH,20231130,4.77,4.81,4.76,4.81,4.77,0.040000000000000036,0.8386,2146402.58,1027384.355
65,601398.SH,20231129,4.78,4.79,4.76,4.77,4.79,-0.020000000000000462,-0.4175,1608007.36,767506.443
66,601398.SH,20231128,4.78,4.8,4.77,4.79,4.78,0.009999999999999787,0.2092,1333511.04,638025.597
67,601398.SH,20231127,4.79,4.8,4.75,4.78,4.8,-0.019999999999999574,-0.4167,2183710.03,1041992.127
68,601398.SH,20231124,4.8,4.82,4.79,4.8,4.8,0.0,0.0,1862324.46,895099.924
69,601398.SH,20231123,4.81,4.81,4.77,4.8,4.8,0.0,0.0,1713015.15,820169.689
70,601398.SH,20231122,4.8,4.83,4.79,4.8,4.81,-0.009999999999999787,-0.2079,1426232.61,685928.359
71,601398.SH,20231121,4.81,4.84,4.8,4.81,4.81,0.0,0.0,1855786.21,893722.004
72,601398.SH,20231120,4.78,4.82,4.77,4.81,4.78,0.02999999999999936,0.6276,1737244.26,833340.524
73,601398.SH,20231117,4.8,4.81,4.76,4.78,4.8,-0.019999999999999574,-0.4167,1733745.18,828856.95
74,601398.SH,20231116,4.78,4.82,4.77,4.8,4.79,0.009999999999999787,0.2088,1783049.21,856430.948
75,601398.SH,20231115,4.78,4.8,4.77,4.79,4.79,0.0,0.0,1510144.82,722371.077
76,601398.SH,20231114,4.75,4.79,4.73,4.79,4.76,0.03000000000000025,0.6303,2065392.73,983406.086
77,601398.SH,20231113,4.78,4.78,4.72,4.76,4.78,-0.020000000000000462,-0.4184,1784472.23,845699.968
78,601398.SH,20231110,4.77,4.82,4.74,4.78,4.78,0.0,0.0,2157019.07,1030812.616
79,601398.SH,20231109,4.7,4.79,4.7,4.78,4.71,0.07000000000000028,1.4862,2774644.05,1319361.414
80,601398.SH,20231108,4.71,4.74,4.69,4.71,4.72,-0.009999999999999787,-0.2119,2307978.03,1088088.168
81,601398.SH,20231107,4.71,4.75,4.69,4.72,4.71,0.009999999999999787,0.2123,1762681.14,831535.432
82,601398.SH,20231106,4.74,4.76,4.7,4.71,4.74,-0.03000000000000025,-0.6329,3155535.62,1487054.517
83,601398.SH,20231103,4.78,4.79,4.73,4.74,4.78,-0.040000000000000036,-0.8368,1995544.43,948809.75
84,601398.SH,20231102,4.78,4.82,4.77,4.78,4.77,0.010000000000000675,0.2096,2132217.16,1023208.913
85,601398.SH,20231101,4.74,4.78,4.7,4.77,4.73,0.03999999999999915,0.8457,2166782.45,1029343.589
86,601398.SH,20231031,4.69,4.74,4.67,4.73,4.69,0.040000000000000036,0.8529,2411116.06,1136787.73
87,601398.SH,20231030,4.75,4.76,4.66,4.69,4.77,-0.07999999999999918,-1.6771,4686115.43,2199149.845
88,601398.SH,20231027,4.8,4.83,4.75,4.77,4.79,-0.020000000000000462,-0.4175,2929633.33,1401153.452
89,601398.SH,20231026,4.71,4.8,4.71,4.79,4.71,0.08000000000000007,1.6985,3065313.2,1460187.893
90,601398.SH,20231025,4.77,4.79,4.71,4.71,4.76,-0.04999999999999982,-1.0504,3489260.2,1648499.684
91,601398.SH,20231024,4.82,4.83,4.73,4.76,4.82,-0.0600000000000005,-1.2448,3355482.67,1596617.824
92,601398.SH,20231023,4.78,4.85,4.77,4.82,4.79,0.03000000000000025,0.6263,2687135.43,1295265.514
93,601398.SH,20231020,4.8,4.84,4.76,4.79,4.83,-0.040000000000000036,-0.8282,2747824.94,1317398.881
94,601398.SH,20231019,4.91,4.92,4.81,4.83,4.93,-0.09999999999999964,-2.0284,3631633.94,1759426.129
95,601398.SH,20231018,4.91,4.98,4.9,4.93,4.92,0.009999999999999787,0.2033,2757790.4,1360530.618
96,601398.SH,20231017,4.91,4.93,4.89,4.92,4.92,0.0,0.0,1900438.65,932409.041
97,601398.SH,20231016,4.88,4.94,4.85,4.92,4.89,0.03000000000000025,0.6135,2823494.73,1381506.632
98,601398.SH,20231013,4.81,4.94,4.8,4.89,4.84,0.04999999999999982,1.0331,4282273.31,2094706.164
99,601398.SH,20231012,4.8,4.85,4.78,4.84,4.72,0.1200000000000001,2.5424,5677657.57,2734640.605
100,601398.SH,20231011,4.69,4.73,4.69,4.72,4.68,0.040000000000000036,0.8547,2692050.11,1269006.831
101,601398.SH,20231010,4.69,4.72,4.67,4.68,4.67,0.009999999999999787,0.2141,1860356.24,873180.32
102,601398.SH,20231009,4.65,4.7,4.63,4.67,4.68,-0.009999999999999787,-0.2137,2148065.59,1002756.576
103,601398.SH,20230928,4.67,4.7,4.66,4.68,4.65,0.02999999999999936,0.6452,1569716.96,734762.892
104,601398.SH,20230927,4.7,4.71,4.65,4.65,4.7,-0.04999999999999982,-1.0638,2258028.62,1054101.377
105,601398.SH,20230926,4.74,4.75,4.68,4.7,4.73,-0.03000000000000025,-0.6342,2148475.45,1011746.717
106,601398.SH,20230925,4.74,4.76,4.72,4.73,4.74,-0.009999999999999787,-0.211,2372227.11,1124713.307
107,601398.SH,20230922,4.69,4.74,4.67,4.74,4.69,0.04999999999999982,1.0661,3099886.4,1460209.787
108,601398.SH,20230921,4.69,4.74,4.68,4.69,4.69,0.0,0.0,2981619.43,1401644.984
109,601398.SH,20230920,4.67,4.71,4.66,4.69,4.68,0.010000000000000675,0.2137,2844159.41,1334624.084
110,601398.SH,20230919,4.64,4.68,4.63,4.68,4.64,0.040000000000000036,0.8621,2066133.2,963619.723
111,601398.SH,20230918,4.64,4.65,4.61,4.64,4.63,0.009999999999999787,0.216,1661257.86,768769.281
112,601398.SH,20230915,4.68,4.7,4.63,4.63,4.68,-0.04999999999999982,-1.0684,2397323.57,1116627.267
113,601398.SH,20230914,4.63,4.68,4.62,4.68,4.62,0.05999999999999961,1.2987,3511706.7,1638629.281
114,601398.SH,20230913,4.6,4.63,4.59,4.62,4.6,0.020000000000000462,0.4348,2062878.57,951230.236
115,601398.SH,20230912,4.59,4.6,4.58,4.6,4.59,0.009999999999999787,0.2179,1260714.89,578873.994
116,601398.SH,20230911,4.59,4.61,4.58,4.59,4.59,0.0,0.0,1734103.68,796563.541
117,601398.SH,20230908,4.62,4.62,4.58,4.59,4.62,-0.03000000000000025,-0.6494,1228218.74,563775.965
118,601398.SH,20230907,4.61,4.64,4.6,4.62,4.61,0.009999999999999787,0.2169,2110284.8,975710.53
119,601398.SH,20230906,4.58,4.62,4.58,4.61,4.59,0.020000000000000462,0.4357,1565622.16,721190.246
120,601398.SH,20230905,4.59,4.6,4.58,4.59,4.6,-0.009999999999999787,-0.2174,1665329.13,764627.604
121,601398.SH,20230904,4.58,4.61,4.56,4.6,4.57,0.02999999999999936,0.6565,2511760.29,1153387.625
122,601398.SH,20230901,4.59,4.61,4.55,4.57,4.62,-0.04999999999999982,-1.0823,2968283.99,1357727.426
123,601398.SH,20230831,4.58,4.64,4.56,4.62,4.59,0.03000000000000025,0.6536,2894279.34,1328761.084
124,601398.SH,20230830,4.63,4.63,4.57,4.59,4.63,-0.040000000000000036,-0.8639,3254210.81,1492263.143
125,601398.SH,20230829,4.71,4.72,4.61,4.63,4.73,-0.10000000000000053,-2.1142,3805806.67,1766953.944
126,601398.SH,20230828,4.8,4.8,4.68,4.73,4.66,0.07000000000000028,1.5021,4335473.77,2047848.273
127,601398.SH,20230825,4.58,4.68,4.58,4.66,4.59,0.07000000000000028,1.5251,2670931.85,1238221.615
128,601398.SH,20230824,4.65,4.66,4.59,4.59,4.64,-0.04999999999999982,-1.0776,2117788.09,976867.24
129,601398.SH,20230823,4.61,4.68,4.59,4.64,4.62,0.019999999999999574,0.4329,2519848.55,1170788.998
130,601398.SH,20230822,4.57,4.64,4.55,4.62,4.56,0.0600000000000005,1.3158,2591200.96,1189461.33
131,601398.SH,20230821,4.61,4.63,4.56,4.56,4.61,-0.05000000000000071,-1.0846,2008059.66,919967.016
132,601398.SH,20230818,4.59,4.67,4.58,4.61,4.6,0.010000000000000675,0.2174,2106844.2,975878.347
133,601398.SH,20230817,4.63,4.63,4.57,4.6,4.64,-0.040000000000000036,-0.8621,1777380.13,816332.097
134,601398.SH,20230816,4.62,4.65,4.6,4.64,4.64,0.0,0.0,1319587.2,610777.724
135,601398.SH,20230815,4.57,4.66,4.56,4.64,4.56,0.08000000000000007,1.7544,1901957.41,876696.048
136,601398.SH,20230814,4.59,4.59,4.54,4.56,4.61,-0.05000000000000071,-1.0846,2062904.37,940677.037
137,601398.SH,20230811,4.69,4.69,4.61,4.61,4.69,-0.08000000000000007,-1.7058,2065553.65,958427.435
138,601398.SH,20230810,4.7,4.71,4.67,4.69,4.71,-0.019999999999999574,-0.4246,1251263.26,586262.307
139,601398.SH,20230809,4.67,4.71,4.67,4.71,4.68,0.03000000000000025,0.641,1275891.57,599028.493
140,601398.SH,20230808,4.7,4.71,4.67,4.68,4.71,-0.03000000000000025,-0.6369,1292974.86,605700.032
141,601398.SH,20230807,4.73,4.73,4.67,4.71,4.74,-0.03000000000000025,-0.6329,1899890.34,892038.939
142,601398.SH,20230804,4.74,4.78,4.7,4.74,4.72,0.020000000000000462,0.4237,2359550.82,1118833.388
143,601398.SH,20230803,4.67,4.74,4.64,4.72,4.67,0.04999999999999982,1.0707,2110533.35,991496.643
144,601398.SH,20230802,4.75,4.76,4.65,4.67,4.78,-0.11000000000000032,-2.3013,3016435.61,1414477.098
145,601398.SH,20230801,4.77,4.8,4.75,4.78,4.77,0.010000000000000675,0.2096,1849948.17,883177.021
146,601398.SH,20230731,4.8,4.86,4.74,4.77,4.79,-0.020000000000000462,-0.4175,2822097.05,1351064.41
147,601398.SH,20230728,4.68,4.8,4.67,4.79,4.7,0.08999999999999986,1.9149,2585045.18,1229649.771
148,601398.SH,20230727,4.63,4.75,4.63,4.7,4.63,0.07000000000000028,1.5119,2404240.94,1130511.654
149,601398.SH,20230726,4.62,4.64,4.6,4.63,4.62,0.009999999999999787,0.2165,1154337.68,533491.432
150,601398.SH,20230725,4.59,4.63,4.58,4.62,4.57,0.04999999999999982,1.0941,1924507.6,887398.435
151,601398.SH,20230724,4.57,4.59,4.54,4.57,4.58,-0.009999999999999787,-0.2183,1158905.83,528908.86
152,601398.SH,20230721,4.57,4.59,4.56,4.58,4.58,0.0,0.0,1303226.32,596118.856
153,601398.SH,20230720,4.57,4.6,4.56,4.58,4.56,0.020000000000000462,0.4386,1444105.38,661920.422
154,601398.SH,20230719,4.53,4.57,4.52,4.56,4.54,0.019999999999999574,0.4405,1451546.82,659323.287
155,601398.SH,20230718,4.57,4.58,4.52,4.54,4.57,-0.03000000000000025,-0.6565,2104102.78,955282.786
156,601398.SH,20230717,4.6,4.61,4.55,4.57,4.57,0.0,0.0,2872925.76,1313140.48
157,601398.SH,20230714,4.5788,4.5976,4.5413,4.5694,4.87,-0.3006000000000002,-6.1725,3056799.51,1490328.854
158,601398.SH,20230713,4.5225,4.5882,4.5225,4.5694,4.81,-0.2405999999999997,-5.0021,2581133.39,1252501.956
